-0.005381933333333333, -181.48836
-0.005381933333333333, -181.48835693333334
-0.005382533333333333, -181.48828473333333
-0.005383366666666667, -181.48821855
-0.005384433333333333, -181.48813906666666
-0.005385666666666666, -181.48805701666666
-0.005386783333333334, -181.48797226666667
-0.0053689666666666665, -181.48791123333334
-0.005304016666666666, -181.48788981666667
-0.0052222499999999995, -181.4878909
-0.005123833333333333, -181.48789198333333
-0.005026566666666666, -181.48789288333333
-0.004937433333333334, -181.48789348333332
-0.004858383333333333, -181.487894
-0.00479725, -181.48788711666666
-0.004762616666666666, -181.48784621666667
-0.004759166666666667, -181.4877955
-0.0047608, -181.4876994
-0.004761883333333333, -181.48762195
-0.004753133333333333, -181.48756461666667
-0.0047288, -181.48754161666668
-0.004684883333333333, -181.48752933333333
-0.004636716666666666, -181.48752761666665
-0.004585433333333333, -181.48752715
-0.0045202, -181.48752705
-0.0044612, -181.48752701666666
-0.0044072, -181.48752693333333
-0.0043468, -181.4875272
-0.004286033333333333, -181.4875324
-0.004241683333333333, -181.48754768333333
-0.004220066666666666, -181.48757411666668
-0.004207466666666666, -181.487611
-0.004202783333333333, -181.48765751666667
-0.00419995, -181.48770711666666
-0.00419745, -181.48776516666666
-0.004194266666666667, -181.48783725
-0.004193633333333334, -181.48790546666666
-0.0041944166666666675, -181.48796813333334
-0.0041954666666666664, -181.48802673333333
-0.0042011, -181.48808333333332
-0.004219916666666667, -181.48812405
-0.004251416666666666, -181.4881443
-0.0042918, -181.48814925
-0.004334533333333334, -181.4881528
-0.004398583333333333, -181.48815486666666
-0.004469966666666667, -181.48815673333334
-0.0045377, -181.4881585
-0.004603916666666667, -181.48816023333333
-0.0046733, -181.48816203333334
-0.004734766666666667, -181.48817578333333
-0.004755966666666667, -181.48821345
-0.004759516666666667, -181.48825646666666
-0.004759016666666667, -181.48829183333334
-0.004759016666666667, -181.48829183333334
